size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
131072,32768,float,sum,-1,66.07,1.98,3.47,0,65.44,2.00,3.51,0
262144,65536,float,sum,-1,97.67,2.68,4.70,0,98.05,2.67,4.68,0
524288,131072,float,sum,-1,170.8,3.07,5.37,0,170.4,3.08,5.38,0
1048576,262144,float,sum,-1,255.4,4.11,7.18,0,255.9,4.10,7.17,0
2097152,524288,float,sum,-1,136.1,15.41,26.97,0,135.3,15.50,27.12,0
4194304,1048576,float,sum,-1,208.5,20.12,35.20,0,223.6,18.76,32.83,0
8388608,2097152,float,sum,-1,339.1,24.74,43.29,0,339.5,24.71,43.24,0
16777216,4194304,float,sum,-1,558.0,30.07,52.62,0,554.4,30.26,52.96,0
33554432,8388608,float,sum,-1,858.2,39.10,68.42,0,854.5,39.27,68.72,0
67108864,16777216,float,sum,-1,1450.9,46.25,80.94,0,1444.3,46.47,81.31,0
134217728,33554432,float,sum,-1,2424.6,55.36,96.87,0,2339.8,57.36,100.38,0
268435456,67108864,float,sum,-1,3755.1,71.49,125.10,0,3790.3,70.82,123.94,0
536870912,134217728,float,sum,-1,6667.6,80.52,140.91,0,6639.4,80.86,141.51,0
1073741824,268435456,float,sum,-1,12487,85.99,150.48,0,12533,85.67,149.93,0
2147483648,536870912,float,sum,-1,24098,89.11,155.95,0,24005,89.46,156.55,0
4294967296,1073741824,float,sum,-1,47278,90.85,158.98,0,47224,90.95,159.16,0
8,2,float,sum,-1,15.89,0.00,0.00,0,15.35,0.00,0.00,0
16,4,float,sum,-1,15.56,0.00,0.00,0,15.02,0.00,0.00,0
32,8,float,sum,-1,15.18,0.00,0.00,0,15.34,0.00,0.00,0
64,16,float,sum,-1,16.88,0.00,0.01,0,16.52,0.00,0.01,0
128,32,float,sum,-1,25.80,0.00,0.01,0,25.22,0.01,0.01,0
256,64,float,sum,-1,25.81,0.01,0.02,0,25.42,0.01,0.02,0
512,128,float,sum,-1,26.13,0.02,0.03,0,25.83,0.02,0.03,0
1024,256,float,sum,-1,27.05,0.04,0.07,0,26.62,0.04,0.07,0
